business_id,stakeholder_id,stakeholder_rate
24.0,17.0,0.08286784835892332
24.0,11.0,0.20737298423394618
24.0,7.0,0.0008903590895322839
25.0,28.0,0.12174949457848407
25.0,4.0,0.6913717542001931
25.0,42.0,0.05559538784045894
25.0,44.0,0.13128336338086394
26.0,21.0,0.02872273501151333
26.0,28.0,0.06455054602042112
26.0,15.0,0.2752133644538258
26.0,43.0,0.0399183310114881
26.0,4.0,0.5915950235027517
27.0,44.0,0.7582615543338018
27.0,12.0,0.2417384456661982
28.0,3.0,0.08951511498470013
28.0,44.0,0.5727101954948731
28.0,49.0,0.25008793912619576
28.0,19.0,0.0876867503942311
29.0,2.0,1.0
30.0,29.0,1.0
31.0,19.0,1.0
32.0,16.0,0.032153636131611533
32.0,23.0,0.16868410421524946
32.0,38.0,0.12144314482270813
32.0,42.0,0.04472864892487783
32.0,22.0,0.6329904659055532
33.0,16.0,0.16085927754308685
33.0,6.0,0.5217720654846805
33.0,41.0,0.3173686569722327
34.0,34.0,0.07145697672909859
34.0,36.0,0.24196552728162657
34.0,20.0,0.14393367949943756
34.0,14.0,0.2159519685908166
34.0,49.0,0.32669184789902067
35.0,9.0,0.3458177974966419
35.0,30.0,0.1673256877581564
35.0,45.0,0.4659350965015921
35.0,21.0,0.020921418243609703
36.0,33.0,0.4243485679654325
36.0,25.0,0.30442314350874583
36.0,47.0,0.2712282885258216
37.0,30.0,0.6921977976588808
37.0,29.0,0.3078022023411192
38.0,25.0,0.6380768210469233
38.0,48.0,0.020811163894407163
38.0,12.0,0.34111201505866956
39.0,12.0,0.4335150993784429
39.0,25.0,0.5664849006215571
40.0,30.0,0.34657213686522986
40.0,38.0,0.026824506850982106
40.0,8.0,0.05354603843530839
40.0,14.0,0.3189091791842317
40.0,0.0,0.25414813866424807
41.0,17.0,0.18840316862384573
41.0,13.0,0.07854472013021542
41.0,4.0,0.6370497138293787
41.0,28.0,0.09600239741656033
42.0,39.0,0.030395159075347
42.0,38.0,0.12013660704008826
42.0,42.0,0.5989677539458256
42.0,40.0,0.25050047993873925
43.0,39.0,0.44422195995149927
43.0,0.0,0.012370525689648804
43.0,5.0,0.5434075143588519
44.0,22.0,0.39592581975941465
44.0,49.0,0.31405898842518465
44.0,18.0,0.05824147794329751
44.0,5.0,0.23177371387210333
45.0,44.0,1.0
46.0,8.0,0.2432830132890914
46.0,19.0,0.19601335883741652
46.0,31.0,0.2687061095639922
46.0,13.0,0.09953898884481288
46.0,46.0,0.19245852946468714
47.0,0.0,0.5092857712723351
47.0,9.0,0.4907142287276648
48.0,36.0,0.21703611061463074
48.0,45.0,0.4525055939606214
48.0,46.0,0.1581483400615417
48.0,48.0,0.17230995536320626
49.0,4.0,0.43277728519726777
49.0,16.0,0.5672227148027323
50.0,32.0,0.005319166227175719
50.0,45.0,0.9946808337728242
51.0,46.0,1.0
52.0,22.0,0.06617432960056834
52.0,32.0,0.1864841235998414
52.0,2.0,0.06066493566598373
52.0,1.0,0.080197592968623
52.0,3.0,0.6064790181649835
53.0,13.0,0.013426140519733419
53.0,39.0,0.9865738594802665
54.0,0.0,0.11111105533562708
54.0,26.0,0.223598516369129
54.0,16.0,0.5213474527343863
54.0,6.0,0.14394297556085753
55.0,33.0,1.0
56.0,41.0,0.19274293121844224
56.0,15.0,0.4360040333683423
56.0,20.0,0.37125303541321536
57.0,6.0,1.0
58.0,8.0,0.5040321048598633
58.0,23.0,0.07038339109787581
58.0,7.0,0.19016966296309643
58.0,16.0,0.23541484107916444
59.0,43.0,0.23316157020955117
59.0,25.0,0.4076785973960239
59.0,0.0,0.13960150909492003
59.0,47.0,0.14041640780501727
59.0,37.0,0.0791419154944875
60.0,24.0,1.0
61.0,49.0,0.24515014734116458
61.0,24.0,0.7548498526588353
62.0,0.0,0.5129447814433878
62.0,49.0,0.4870552185566122
63.0,43.0,0.05061493195497894
63.0,44.0,0.17027275473202716
63.0,48.0,0.29764327225873716
63.0,6.0,0.19932029389640352
63.0,28.0,0.28214874715785315
64.0,25.0,0.5973377339461114
64.0,32.0,0.34625766998179197
64.0,4.0,0.05640459607209673
65.0,44.0,1.0
66.0,40.0,1.0
67.0,0.0,0.0795074218146813
67.0,46.0,0.9204925781853188
68.0,25.0,0.3760330423116233
68.0,21.0,0.2663631362624059
68.0,35.0,0.16901413069313673
68.0,13.0,0.029473479945201757
68.0,31.0,0.15911621078763233
69.0,36.0,0.034005309015056315
69.0,17.0,0.7508360553925454
69.0,9.0,0.0708285032687931
69.0,42.0,0.1443301323236052
70.0,24.0,0.21567029733379264
70.0,34.0,0.7843297026662073
71.0,46.0,1.0
72.0,46.0,1.0
73.0,45.0,0.08239260372907646
73.0,33.0,0.2586473314996831
73.0,18.0,0.04528601678912405
73.0,46.0,0.0038380982321529083
73.0,48.0,0.6098359497499636
74.0,23.0,0.06190162083399148
74.0,25.0,0.15778519089041174
74.0,33.0,0.31772593738931065
74.0,16.0,0.4625872508862861
75.0,21.0,0.330964466597248
75.0,49.0,0.19804197983835198
75.0,22.0,0.3918939030640399
75.0,24.0,0.07909965050036023
76.0,5.0,1.0
77.0,7.0,1.0
78.0,24.0,0.2811427636647914
78.0,49.0,0.2952447965576939
78.0,30.0,0.25567793593003435
78.0,8.0,0.104442672469169
78.0,25.0,0.0634918313783113
79.0,7.0,0.025825750299629868
79.0,31.0,0.17705805866906515
79.0,43.0,0.797116191031305
80.0,40.0,1.0
81.0,43.0,0.5044429876266189
81.0,35.0,0.18850589810902815
81.0,19.0,0.3070511142643529
82.0,16.0,0.09723473823857728
82.0,49.0,0.12600566319964618
82.0,26.0,0.2081788681896382
82.0,34.0,0.25385586457968634
82.0,33.0,0.314724865792452
83.0,41.0,0.27984919994982305
83.0,39.0,0.3365414367715836
83.0,27.0,0.014281097242416307
83.0,5.0,0.1334179336865069
83.0,35.0,0.23591033234967007
84.0,36.0,1.0
85.0,4.0,0.5252436524758636
85.0,26.0,0.4747563475241365
86.0,27.0,0.09769857122749954
86.0,45.0,0.5275250887110644
86.0,41.0,0.21349442496447799
86.0,24.0,0.161281915096958
87.0,42.0,0.47303262911094573
87.0,28.0,0.26183794987693704
87.0,37.0,0.2651294210121171
88.0,46.0,0.2769965142834262
88.0,15.0,0.6799668244452914
88.0,36.0,0.043036661271282355
89.0,33.0,0.5270832208075967
89.0,23.0,0.24591006782433406
89.0,1.0,0.0027386871516311847
89.0,21.0,0.2082414810512157
89.0,15.0,0.01602654316522237
90.0,20.0,0.22880617500570688
90.0,34.0,0.7297314472637348
90.0,31.0,0.04146237773055817
91.0,33.0,0.019763681403562963
91.0,7.0,0.980236318596437
92.0,15.0,0.20674739587506996
92.0,27.0,0.11750789963044944
92.0,46.0,0.23899821206040356
92.0,47.0,0.1669247672092679
92.0,21.0,0.26982172522480924
93.0,16.0,1.0
94.0,36.0,0.07144327716009483
94.0,22.0,0.42068074115157666
94.0,40.0,0.21187265899436455
94.0,14.0,0.1311397439479596
94.0,43.0,0.1648635787460044
95.0,27.0,0.058277618516081674
95.0,46.0,0.05047256145293591
95.0,31.0,0.4756510357817721
95.0,0.0,0.41559878424921026
96.0,42.0,0.3294981914158422
96.0,2.0,0.08048634610705527
96.0,9.0,0.023368896725064526
96.0,22.0,0.011153660888145376
96.0,29.0,0.5554929048638927
97.0,23.0,1.0
98.0,34.0,0.6527208070853485
98.0,2.0,0.21593735845913828
98.0,43.0,0.1313418344555132
99.0,48.0,1.0
100.0,35.0,1.0
101.0,44.0,1.0
102.0,20.0,0.06789544506991517
102.0,29.0,0.18208371197482154
102.0,19.0,0.47915319767904335
102.0,42.0,0.22993180172077926
102.0,2.0,0.04093584355544067
103.0,13.0,1.0
104.0,41.0,0.42039702891581887
104.0,3.0,0.334364802463877
104.0,6.0,0.24523816862030404
105.0,13.0,0.5843317503413125
105.0,37.0,0.07994872942332812
105.0,34.0,0.028174469127886567
105.0,27.0,0.3075450511074728
106.0,37.0,0.07565231426609412
106.0,2.0,0.1790139414704502
106.0,17.0,0.3137232121718051
106.0,23.0,0.05472583856768873
106.0,29.0,0.37688469352396187
107.0,41.0,0.28933306017965393
107.0,0.0,0.08139543380397599
107.0,43.0,0.10610898408887987
107.0,49.0,0.5231625219274901
108.0,24.0,0.10745010825623609
108.0,30.0,0.20675166223570016
108.0,29.0,0.38928925878312537
108.0,44.0,0.11734922623657917
108.0,0.0,0.17915974448835917
109.0,20.0,0.38840629528072496
109.0,37.0,0.6115937047192751
110.0,47.0,0.4848366435067568
110.0,27.0,0.5151633564932432
111.0,37.0,0.030320460258266933
111.0,31.0,0.09450638787711475
111.0,8.0,0.3573355593322649
111.0,39.0,0.022219809679977054
111.0,28.0,0.4956177828523764
112.0,40.0,0.3351120134158933
112.0,48.0,0.6632171399643416
112.0,32.0,0.001670846619765178
113.0,31.0,0.07294352486058801
113.0,29.0,0.927056475139412
114.0,15.0,0.12769754155728102
114.0,49.0,0.4903482021528903
114.0,27.0,0.14692312541396793
114.0,38.0,0.2350311308758608
115.0,26.0,0.37462165159470173
115.0,41.0,0.03651640928077896
115.0,44.0,0.04128769562651974
115.0,39.0,0.5029561986741476
115.0,18.0,0.044618044823851885
116.0,10.0,0.05313400927981481
116.0,32.0,0.3010689037513873
116.0,42.0,0.016497882554840766
116.0,30.0,0.6048079044157277
116.0,5.0,0.02449129999822938
117.0,43.0,0.6837368780278985
117.0,5.0,0.15417976852794485
117.0,26.0,0.1620833534441568
118.0,30.0,1.0
119.0,38.0,0.9793022236772542
119.0,23.0,0.02069777632274578
120.0,0.0,1.0
121.0,6.0,0.4270050521634676
121.0,49.0,0.11420051248232355
121.0,10.0,0.34841847377780866
121.0,23.0,0.11037596157640017
122.0,17.0,0.06679495617348515
122.0,32.0,0.6813691707118057
122.0,35.0,0.07082950838440388
122.0,9.0,0.1810063647303052
123.0,20.0,0.0867094143123871
123.0,36.0,0.6623520895906928
123.0,28.0,0.2509384960969201
124.0,38.0,0.08443522824293788
124.0,18.0,0.1430478001986068
124.0,42.0,0.5710116007283439
124.0,6.0,0.03783436206027729
124.0,43.0,0.16367100876983415
125.0,34.0,0.29334264578720315
125.0,8.0,0.06106471164564483
125.0,18.0,0.6455926425671519
126.0,0.0,0.22312167639325323
126.0,40.0,0.057127620060347335
126.0,5.0,0.027909817880743832
126.0,29.0,0.6291075520189985
126.0,16.0,0.0627333336466572
127.0,43.0,0.09869823673165853
127.0,16.0,0.9013017632683414
128.0,12.0,0.015241277236650152
128.0,41.0,0.6391644398524318
128.0,0.0,0.0007110214791035512
128.0,47.0,0.3448832614318145
129.0,5.0,1.0
130.0,17.0,0.5212046766470493
130.0,30.0,0.24174586073614684
130.0,24.0,0.09787107245673822
130.0,16.0,0.13917839016006572
131.0,46.0,0.008446270970538612
131.0,32.0,0.7522400007156718
131.0,18.0,0.1287197437062444
131.0,17.0,9.670861560770612e-05
131.0,13.0,0.1104972759919375
132.0,22.0,0.06509185478469222
132.0,24.0,0.3675808400041932
132.0,3.0,0.12042388690008819
132.0,1.0,0.18740113141225603
132.0,15.0,0.25950228689877036
133.0,49.0,0.8945108867655377
133.0,24.0,0.08962529212825925
133.0,48.0,0.01586382110620309
134.0,30.0,0.0038403199459686893
134.0,4.0,0.24467132466081062
134.0,27.0,0.7514883553932207
135.0,8.0,0.5410572672408612
135.0,49.0,0.29218636682073135
135.0,13.0,0.11129756215269598
135.0,41.0,0.05545880378571158
136.0,15.0,0.7072418586009216
136.0,46.0,0.2806456813899155
136.0,49.0,0.012112460009162827
137.0,15.0,0.005711390274798599
137.0,22.0,0.7042539168995106
137.0,31.0,0.07628120324884054
137.0,46.0,0.2137534895768502
138.0,39.0,0.2292313378920777
138.0,38.0,0.10524252209024107
138.0,2.0,0.4927972304180895
138.0,34.0,0.06710969109108927
138.0,17.0,0.10561921850850232
139.0,42.0,0.7770535368804498
139.0,3.0,0.22294646311955008
140.0,35.0,1.0
141.0,36.0,0.21390662386851392
141.0,20.0,0.015538655861880331
141.0,44.0,0.1363726970839223
141.0,19.0,0.2865034229150975
141.0,48.0,0.34767860027058595
142.0,0.0,0.9999999999999999
143.0,18.0,0.0018699007842047787
143.0,31.0,0.16639250466213296
143.0,2.0,0.6529100465121309
143.0,5.0,0.014119577448550765
143.0,8.0,0.16470797059298062
144.0,40.0,0.9999999999999999
145.0,41.0,0.01315380287352116
145.0,6.0,0.10926353480414386
145.0,0.0,0.16631011797971013
145.0,1.0,0.5429671303853273
145.0,24.0,0.16830541395729764
146.0,26.0,0.3075463068398511
146.0,47.0,0.2769050678462338
146.0,30.0,0.41554862531391495
147.0,7.0,0.10110351327367953
147.0,40.0,0.2838684764746488
147.0,43.0,0.3536254755375674
147.0,12.0,0.2614025347141041
148.0,4.0,0.29864080619516126
148.0,25.0,0.06986726116697368
148.0,45.0,0.2559584823673479
148.0,38.0,0.3755334502705171
149.0,2.0,0.6056719908078123
149.0,39.0,0.08933856381609181
149.0,9.0,0.30498944537609585
150.0,17.0,0.06290198004917283
150.0,4.0,0.447984325938966
150.0,21.0,0.1323016404354232
150.0,22.0,0.13474041278192622
150.0,13.0,0.2220716407945119
151.0,6.0,0.3951574615186758
151.0,33.0,0.6048425384813242
152.0,5.0,0.6542440569968537
152.0,31.0,0.28973064055984343
152.0,36.0,0.05602530244330289
153.0,2.0,0.0052081487237356965
153.0,22.0,0.06934133367039982
153.0,44.0,0.9254505176058645
154.0,37.0,0.02583443836809851
154.0,14.0,0.3836811145806413
154.0,41.0,0.5904844470512602
155.0,12.0,0.28485506039898184
155.0,21.0,0.033535995710313696
155.0,48.0,0.49779784128076954
155.0,9.0,0.1838111026099351
156.0,7.0,1.0
157.0,27.0,0.7200655058615782
157.0,23.0,0.27993449413842186
158.0,46.0,0.2092188750851883
158.0,31.0,0.30999864431823
158.0,40.0,0.3272720766338524
158.0,33.0,0.15351040396272947
159.0,49.0,0.14996462603692332
159.0,12.0,0.1608978426371037
159.0,36.0,0.4339452534735424
159.0,19.0,0.17626952779017926
159.0,33.0,0.07892275006225137
160.0,37.0,0.16657470159769447
160.0,17.0,0.32303472992604887
160.0,24.0,0.09525873688372774
160.0,30.0,0.25939438276797155
160.0,40.0,0.15573744882455745
161.0,16.0,0.7920907777195871
161.0,40.0,0.09152492856702332
161.0,20.0,0.11638429371338962
162.0,49.0,0.7437714396189042
162.0,27.0,0.25622856038109565
163.0,17.0,0.6910723294130556
163.0,7.0,0.3089276705869443
164.0,38.0,1.0
165.0,4.0,1.0
166.0,8.0,0.035802854092113263
166.0,34.0,0.2705573372384185
166.0,31.0,0.6936398086694682
167.0,10.0,1.0
168.0,14.0,0.3594457462347114
168.0,3.0,0.4115151638532761
168.0,25.0,0.22903908991201255
169.0,34.0,1.0
170.0,1.0,0.10680309392195801
170.0,38.0,0.10428287437369402
170.0,24.0,0.03858271078362775
170.0,0.0,0.4652680373843956
170.0,8.0,0.2850632835363245
171.0,47.0,0.15578130599992251
171.0,18.0,0.1830622786454147
171.0,27.0,0.28765000729654555
171.0,36.0,0.0005566759530466642
171.0,7.0,0.37294973210507054
172.0,13.0,0.17745508087974954
172.0,17.0,0.003215748003152852
172.0,38.0,0.505391250433165
172.0,41.0,0.03375615162158262
172.0,7.0,0.28018176906235004
173.0,43.0,0.17111567839194153
173.0,16.0,0.039005340668902565
173.0,39.0,0.27602039606752776
173.0,24.0,0.036246599078096346
173.0,49.0,0.47761198579353187
174.0,2.0,1.0
175.0,7.0,0.2865293115084054
175.0,34.0,0.2864326978565675
175.0,16.0,0.12134140954079453
175.0,4.0,0.3056965810942326
176.0,25.0,0.23851461562486298
176.0,45.0,0.061130656357423915
176.0,30.0,0.657159573223237
176.0,49.0,0.043195154794476075
177.0,4.0,0.9398640884307119
177.0,32.0,0.06013591156928809
178.0,5.0,0.1468527368918371
178.0,45.0,0.8160628684986404
178.0,41.0,0.03708439460952254
179.0,7.0,0.6300138206916219
179.0,21.0,0.1672446566928157
179.0,3.0,0.1613434487474858
179.0,11.0,0.041398073868076514
180.0,25.0,0.7987025375218242
180.0,29.0,0.20129746247817587
181.0,37.0,0.17448939846627995
181.0,18.0,0.82551060153372
182.0,33.0,0.03569224626992651
182.0,0.0,0.6513768914107785
182.0,45.0,0.01246547025535302
182.0,5.0,0.15029899521976287
182.0,38.0,0.15016639684417918
183.0,30.0,0.32439157436248606
183.0,2.0,0.4806929536338654
183.0,28.0,0.1949154720036486
184.0,7.0,0.05229295792556961
184.0,5.0,0.2791743654175748
184.0,31.0,0.6685326766568557
185.0,6.0,1.0
186.0,17.0,0.14448888763525203
186.0,43.0,0.8555111123647481
187.0,7.0,0.07919992528696819
187.0,0.0,0.25179473247824735
187.0,5.0,0.08191493772029498
187.0,4.0,0.04922474590461563
187.0,28.0,0.5378656586098738
188.0,1.0,0.6911142460266866
188.0,19.0,0.3088857539733134
189.0,15.0,0.5521274811196786
189.0,18.0,0.0348635182235224
189.0,12.0,0.17516599141585282
189.0,46.0,0.23784300924094617
190.0,31.0,1.0
191.0,28.0,0.6488178828606133
191.0,29.0,0.04494913522928824
191.0,24.0,0.30623298191009846
192.0,32.0,0.07939695105631629
192.0,42.0,0.9206030489436837
193.0,14.0,0.5720148165934743
193.0,26.0,0.4279851834065255
194.0,27.0,1.0
195.0,17.0,1.0
196.0,1.0,0.21128244954986558
196.0,27.0,0.31838676272798805
196.0,18.0,0.34526485358036724
196.0,4.0,0.12506593414177908
197.0,36.0,0.1962981896249079
197.0,22.0,0.5478330206701788
197.0,35.0,0.05761810374089101
197.0,1.0,0.19825068596402218
198.0,2.0,0.24067807523437157
198.0,19.0,0.7593219247656285
199.0,6.0,0.28271100193691023
199.0,36.0,0.17104863962252362
199.0,2.0,0.18654456908691505
199.0,25.0,0.35969578935365115
200.0,41.0,0.03939761259060594
200.0,23.0,0.8307493708283183
200.0,29.0,0.12985301658107573
201.0,17.0,0.28366038258747917
201.0,40.0,0.013372057657211403
201.0,32.0,0.5856989057527731
201.0,29.0,0.11726865400253637
202.0,9.0,0.524100322252273
202.0,37.0,0.14925960088174667
202.0,45.0,0.20593355586110654
202.0,38.0,0.0624543439801502
202.0,12.0,0.05825217702472365
203.0,40.0,0.9443516599905528
203.0,32.0,0.05564834000944727
204.0,44.0,0.2103594515077656
204.0,20.0,0.04375058891302535
204.0,3.0,0.06412933372978362
204.0,37.0,0.6817606258494254
205.0,35.0,0.14501280601365132
205.0,23.0,0.5721562028017125
205.0,31.0,0.2828309911846361
206.0,4.0,0.4177082889313465
206.0,13.0,0.5822917110686535
207.0,5.0,0.2743935946506365
207.0,9.0,0.7256064053493635
208.0,31.0,0.04872106733417159
208.0,12.0,0.9382128794297315
208.0,9.0,0.013066053236096843
209.0,39.0,0.15894985276595647
209.0,46.0,0.01512806589030062
209.0,18.0,0.8259220813437429
210.0,22.0,0.16075304139268146
210.0,39.0,0.10293114550510292
210.0,29.0,0.13431166571599412
210.0,11.0,0.43517192005591765
210.0,8.0,0.1668322273303038
211.0,36.0,0.18895737962429476
211.0,12.0,0.3360216556831625
211.0,38.0,0.047265684295890786
211.0,48.0,0.4277552803966519
212.0,22.0,0.06897904939446195
212.0,46.0,0.2918968588835601
212.0,34.0,0.027018688314980423
212.0,15.0,0.36971009903865965
212.0,14.0,0.24239530436833803
213.0,37.0,0.09485664462059942
213.0,42.0,0.3447112453214567
213.0,12.0,0.26526825147844935
213.0,22.0,0.0030430713950935486
213.0,21.0,0.292120787184401
214.0,33.0,0.15361862314205607
214.0,7.0,0.14161440872764788
214.0,13.0,0.704766968130296
215.0,12.0,0.6403548529682879
215.0,14.0,0.35964514703171224
216.0,47.0,0.6054603042535704
216.0,15.0,0.31578858359201
216.0,14.0,0.07875111215441953
217.0,42.0,0.031322205911943395
217.0,12.0,0.7815537231870986
217.0,5.0,0.09045423728599408
217.0,31.0,0.09666983361496403
218.0,32.0,0.1286144910029185
218.0,31.0,0.23243134872591129
218.0,12.0,0.0621897899856167
218.0,9.0,0.15188209820862683
218.0,39.0,0.42488227207692664
219.0,47.0,0.2114850488756945
219.0,40.0,0.3239354347867915
219.0,10.0,0.46457951633751404
220.0,45.0,0.11707576120240477
220.0,3.0,0.6208848409856557
220.0,30.0,0.2620393978119395
221.0,13.0,0.014443057680213521
221.0,15.0,0.05430439928124456
221.0,9.0,0.18596573693037322
221.0,36.0,0.7452868061081686
222.0,24.0,1.0
223.0,43.0,0.015854248146813833
223.0,22.0,0.2340528190262936
223.0,25.0,0.5239964846372259
223.0,32.0,0.2002809658246256
223.0,31.0,0.025815482365040856
224.0,10.0,0.3115850111462399
224.0,18.0,0.05334176572669621
224.0,23.0,0.5908665210610494
224.0,20.0,0.04420670206601449
225.0,34.0,0.3895197485691383
225.0,25.0,0.6104802514308616
226.0,32.0,0.005809090316001622
226.0,21.0,0.9941909096839983
227.0,6.0,0.8793349202519828
227.0,27.0,0.12066507974801738
228.0,32.0,0.5796344957278751
228.0,3.0,0.42036550427212493
229.0,34.0,0.6307911507449996
229.0,20.0,0.36920884925500047
230.0,7.0,1.0
231.0,33.0,0.10500953397053585
231.0,32.0,0.8949904660294641
232.0,46.0,0.1975281356526238
232.0,29.0,0.8024718643473762
233.0,48.0,0.3680897353678967
233.0,19.0,0.2037621267345518
233.0,22.0,0.26596702199948713
233.0,7.0,0.16218111589806455
234.0,28.0,0.6274411455509913
234.0,7.0,0.3725588544490087
235.0,41.0,0.6668816128486065
235.0,7.0,0.006326421027668915
235.0,37.0,0.32679196612372463
236.0,34.0,0.18703352930000816
236.0,49.0,0.18958477796147113
236.0,41.0,0.5121056327222984
236.0,20.0,0.08799838924831464
236.0,21.0,0.023277670767907627
237.0,6.0,0.2591455296808943
237.0,22.0,0.2979962415294018
237.0,2.0,0.442858228789704
238.0,14.0,1.0
239.0,10.0,0.9999999999999999
240.0,4.0,0.16275690240125015
240.0,36.0,0.38158183466125467
240.0,46.0,0.2810557624941739
240.0,26.0,0.17460550044332135
241.0,22.0,0.6279540002279093
241.0,10.0,0.3720459997720909
242.0,44.0,0.26508122915760834
242.0,21.0,0.0935330195360587
242.0,7.0,0.4703791659765181
242.0,41.0,0.17100658532981486
243.0,9.0,0.08725062417335952
243.0,1.0,0.6699894390109145
243.0,12.0,0.1680472014107343
243.0,16.0,0.07471273540499183
244.0,8.0,0.09034431402715438
244.0,9.0,0.24165656558142432
244.0,38.0,0.3893854210085795
244.0,32.0,0.23759507850110934
244.0,24.0,0.04101862088173238
245.0,17.0,0.007075908168337771
245.0,0.0,0.11052535047015064
245.0,32.0,0.30136385297254686
245.0,1.0,0.5810348883889648
246.0,21.0,0.7273507666050297
246.0,23.0,0.2726492333949703
247.0,9.0,0.5448439296019502
247.0,40.0,0.261817379257904
247.0,48.0,0.003922852300378675
247.0,46.0,0.11951323314542982
247.0,3.0,0.06990260569433729
248.0,22.0,1.0
249.0,25.0,0.09139226842740787
249.0,41.0,0.09897429320277253
249.0,16.0,0.20725854935437063
249.0,47.0,0.10959004685361308
249.0,5.0,0.492784842161836
250.0,27.0,0.4268964430334436
250.0,37.0,0.5001934244003395
250.0,26.0,0.07291013256621677
251.0,18.0,0.32992481192160894
251.0,22.0,0.6700751880783911
252.0,22.0,0.05762585758331489
252.0,7.0,0.7828031630202212
252.0,34.0,0.020570457246087033
252.0,0.0,0.042721924320898726
252.0,29.0,0.09627859782947808
253.0,23.0,1.0
254.0,1.0,0.9999999999999999
255.0,3.0,0.23984757844290447
255.0,15.0,0.05809326383081775
255.0,4.0,0.3777089633257765
255.0,29.0,0.22619453100530088
255.0,8.0,0.09815566339520031
256.0,2.0,0.676734334158763
256.0,41.0,0.323265665841237
257.0,6.0,0.517458895464889
257.0,32.0,0.3925181887133623
257.0,15.0,0.09002291582174875
258.0,27.0,1.0
259.0,48.0,0.4656606471165926
259.0,2.0,0.24507774016678388
259.0,33.0,0.12669339677780594
259.0,17.0,0.1079098955884043
259.0,46.0,0.05465832035041338
260.0,13.0,0.28108045116982483
260.0,48.0,0.7189195488301752
261.0,33.0,0.3322564577515185
261.0,40.0,0.11071061200285955
261.0,4.0,0.557032930245622
262.0,8.0,0.45164089444868327
262.0,0.0,0.11169387657019263
262.0,43.0,0.33767238360225516
262.0,45.0,0.06011587343575198
262.0,1.0,0.03887697194311702
263.0,38.0,0.5046610127379969
263.0,8.0,0.49533898726200304
264.0,15.0,0.1708513551833707
264.0,49.0,0.07845862878133647
264.0,16.0,0.15177224410805365
264.0,40.0,0.3293403048376777
264.0,45.0,0.26957746708956143
265.0,39.0,0.1897130106260924
265.0,12.0,0.2557670830418917
265.0,41.0,0.44111531487686517
265.0,32.0,0.11340459145515075
266.0,12.0,0.6227812431637494
266.0,31.0,0.11006152784767999
266.0,14.0,0.2671572289885707
267.0,2.0,0.14075466964653965
267.0,33.0,0.08256852822073961
267.0,9.0,0.4872871924417565
267.0,40.0,0.2893896096909643
268.0,33.0,0.9133269339636337
268.0,49.0,0.0866730660363662
269.0,19.0,1.0
270.0,10.0,1.0
271.0,28.0,0.768127628741637
271.0,9.0,0.2318723712583631
272.0,16.0,0.5152121084415925
272.0,35.0,0.4847878915584075
273.0,15.0,0.2768822032213683
273.0,19.0,0.7231177967786316
274.0,47.0,0.09109911701475511
274.0,49.0,0.7002477888874457
